evNum   picoTimeMs	adcAtEvent	rateOverall
1	554     97	1.81
2   1305    70  1.53
1132	924086	45	1.22
1133	924190	30	1.23
1134	925107	38	1.23
1135	927126	36	1.22
1136	930022	148	1.22
1137	930821	159	1.22
1138	935092	77	1.22
1139	936700	40	1.22
1140	937084	47	1.22
1141	937644	38	1.22
1142	939436	117	1.22
1143	940011	142	1.22
1144	942516	131	1.21
1145	945738	37	1.21
1146	946096	347	1.21
1147	946122	31	1.21
1148	947149	37	1.21
1149	948278	46	1.21
1150	951396	33	1.21
1151	951603	32	1.21
1152	952501	54	1.21
1153	953451	48	1.21
1154	953622	42	1.21
1155	956942	36	1.21
1156	958798	51	1.21
1157	959686	36	1.21
1158	960389	67	1.21
1159	960419	31	1.21
1160	960682	48	1.21
1161	960813	198	1.21
1162	962712	226	1.21
1163	963736	37	1.21
1164	964051	47	1.21
1165	965163	48	1.21
1166	966138	41	1.21
1167	966242	33	1.21
1168	966567	30	1.21
1169	966994	39	1.21
1170	967123	30	1.21
1171	967214	53	1.21
1172	967454	42	1.21
1173	968203	156	1.21
1174	968889	31	1.21
1175	969030	141	1.21
1176	971774	42	1.21
1177	973772	36	1.21
1178	974926	50	1.21
1179	975002	46	1.21
1180	975077	59	1.21
1181	976350	65	1.21
1182	977141	166	1.21
1183	978189	42	1.21
1184	978555	330	1.21
1185	980636	37	1.21
1186	980750	35	1.21
1187	981174	38	1.21
1188	981511	47	1.21
1189	982122	85	1.21
1190	982484	281	1.21
1191	984110	53	1.21
1192	985359	54	1.21
1193	987061	107	1.21
1194	987997	75	1.21
1195	989415	42	1.21
1196	990970	31	1.21
1197	994593	36	1.20
1198	996406	37	1.20
1199	996725	38	1.20
1200	997122	80	1.20
1201	997705	53	1.20
1202	998041	64	1.20
1203	998285	86	1.21
1204	998832	50	1.21
1205	999328	349	1.21
1206	999980	83	1.21
1207	1000618	33	1.21
1208	1000803	58	1.21
1209	1001103	146	1.21
1210	1002701	97	1.21
1211	1002892	44	1.21
1212	1003762	42	1.21
1213	1004599	41	1.21
1214	1005183	38	1.21
1215	1005744	30	1.21
1216	1006251	55	1.21
1217	1007305	94	1.21
1218	1007711	75	1.21
1219	1008672	72	1.21
1220	1009418	63	1.21
1221	1010235	42	1.21
1222	1010647	212	1.21
1223	1011311	46	1.21
1224	1011410	39	1.21
1225	1013458	118	1.21
1226	1013539	58	1.21
